probe,closestTSSstrand,distTSS,closestTSSgene,closestTSSpos
cg05038804,-,-395,GSK3B,119813294
cg18955426,+,31,PPM1D,58677553
cg10984183,-,-121,ZNF436,23694828
cg12721546,-,-112,BCLAF1,136610984
cg07336637,+,504,BNIP1,172571533
cg06474131,-,-47,XNDC1N,71639640
cg15034464,-,-27,SIRT6,4182560
cg07153501,+,117,METAP1D,172864859
cg01453441,-,-33,STAT4,192015720
cg22546696,+,43,MGA,41952602
cg15082635,-,266,SNORD95,180670376
cg02517932,+,593,ZNF282,148892637
cg13807970,+,-2739,ZEB2-AS1,145277180
cg05718343,-,-83,CHEK2,29137822
cg08619561,-,84,BCL2L1,30311766
cg18351479,+,-83,CENATAC,118868847
cg04303908,-,341,CAPN10-DT,241525733
cg13654993,+,1,RANBP3-DT,5978413
cg25632648,-,-104,KCTD21,77899672
cg20776829,-,-485,SNCA,90758312
cg17714794,+,33,BNIP1,172571533
cg25270788,+,-17,RUVBL2,49497143
cg03618937,-,-128,FAM189B,155225274
cg01653672,+,-141,RBCK1,388942
cg00017033,+,367,PCNX4,60558640
cg09195593,+,1791,KDM6B,7743234
cg22198946,+,260,LINC01126,43454349
cg19753255,-,295,HECTD3,45476996
cg06308857,+,-102,ATP2C1,130613393
cg02171008,-,328,TRIM66,8704212
cg08452062,-,-43,C19orf47,40854304
cg06368569,+,396,S100PBP,33283253
cg03054370,+,130,HSD11B1L,5681037
cg01325460,+,-20,ZNF543,57831839
cg08103551,+,-24,CAPN5,76778017
cg07799353,-,-127,SPPL3,121342161
cg13535663,+,868,POU2F1,167190122
cg16502049,-,-78,NAPB,23402125
cg19462193,-,-139,VPS33A,122751041
cg00095608,+,-73857,LINC01163,130084213
cg25549230,+,35,ZNF460,57791852
cg05049323,-,15,RMDN1,87520915
cg19899237,-,91,ACBD3,226374442
cg18875274,-,-386,NFKBIA,35873955
cg17540356,-,1964,FGF3,69634184
cg09177131,-,29,SYT6,114696491
cg27651003,+,49,TMEM208,67261032
cg17410922,+,60,TMEM42,44903403
cg22787286,-,-280,RNF213-AS1,78388968
cg20109393,-,194,POLR1F,19748660
cg15893430,+,162,GPR137,64053319
cg26924025,-,84,FDXACB1,111749889
cg13742159,+,-22,PSMF1,1099244
cg02708659,-,-64,ZCCHC8,122985479
cg02747671,-,140,PROSER1,39612226
cg20784263,-,277,RB1-DT,48877838
cg27542487,+,348,SEC62,169684594
cg24280645,+,-1175,CACNA1G,48638075
cg00728999,-,-89,EZH1,40897058
cg00618865,-,820,PLXND1,129325519
cg20854371,-,-624,RPS27L,63449676
cg27260630,-,96,CAGE1,7389975
cg00619158,-,-207,BORCS6,8093498
cg03323292,+,-140,GLB1L3,134146272
cg02696763,-,-26,SMG5,156252616
cg26150754,-,-9683,SYNC,33168371
cg10801752,-,101,ITGA5,54813050
cg12555306,-,-68,ZNF256,58459074
cg11798959,-,404,E2F2,23857725
cg18267444,+,18319,HCG24,33111100
cg02851517,+,-93,TXLNA,32645275
cg02047889,+,-21,SRP54,35452197
cg09401463,-,194,NPIPB2,12070500
cg19467738,+,258,ENDOD1,94823009
cg17804387,-,136,PARP9,122283147
cg25806492,+,44,SRRM1,24970069
cg19421484,-,-11,BAD,64052176
cg17828223,-,-105,FBXO5,153304714
cg20622089,-,226,CNR1,88876066
cg13529314,+,522,USP20,132597736
cg21931991,+,-18,EIF3I,32688007
cg12310673,-,-16,CCNO,54529436
cg26572042,-,42,HP1BP3,21113800
cg20737266,+,-2085,ESYT1,56522050
cg20501069,+,-326,EIF4A1,7476142
cg27561954,+,27,RBP7,10057285
cg24098404,-,-256,LSM4,18433886
cg17246382,+,37,DNAJA4,78556903
cg25448382,+,0,TARS1,33441070
cg00058113,+,126,RPS18,33239851
cg27115548,-,-218,C1QL4,49730971
cg26968203,-,-206,SPAG7,4871112
cg26559770,+,13,GPALPP1,45563672
cg26527583,-,202,SERTAD1,40931899
cg14872952,+,5773,MSX1,4861391
cg23224405,-,737,DUSP16,12715797
cg15074876,-,82,LAMTOR5,110950316
cg01705230,+,-163,RPS6KB2,67195964
cg00495415,+,-164,SP1,53773959
cg23091255,+,149,PHF3,64345706
cg17397135,+,593,PLB1,28789223
cg19571214,-,407,ZNF219,21572881
cg05885020,+,-255,TCF25,89939999
cg20808681,+,104,ATG16L1,234160318
cg14182588,+,407,UBL7-DT,74753605
cg22947154,-,263,HSPA2-AS1,65007086
cg10668926,+,-407,LINC00543,28527662
cg23441208,-,94,BCAT2,49314286
cg20139898,+,-130,PDIK1L,26437652
cg15794252,-,-133,SNTB1,121824286
cg20069584,+,16241,IVD,40697995
cg12777448,-,-55,ARMH4,58618931
cg13030586,-,20,UFSP2,186347118
cg09097215,-,-664,DAXX,33290736
cg11579281,-,27,VPS13C,62352646
cg25363885,-,-143,PPP2R2B,146258320
cg03316474,-,-117,LYSMD1,151138378
cg08082142,-,-94,FANCF,22647369
cg20150163,-,-32,SMPD4,130939330
cg23421926,-,-56,HDAC3,141016416
cg14042879,+,-45,MARCHF2,8478188
cg07612497,-,-91,SLC26A6,48672894
cg04664999,+,1813,MIR1199,14184172
cg12427128,+,-295,MARK2,63606581
cg22977667,-,-150,XBP1,29196557
cg22365063,-,-48,EXOC8,231473598
cg14738448,-,-47,TRPC4AP,33680610
cg11602459,+,-217,PLCG1,39766182
cg27389262,-,-157,OTUD7B,149982675
cg26740536,-,-208,TMEM39A,119182462
cg03161476,+,-124,ATP2B4,203597064
cg00588858,+,180,MGRN1,4674826
cg13557688,+,7,TRIM32,119449583
cg03822950,-,19330,CHST5,75570006
cg18528094,-,123,ATPAF2,17942482
cg03869703,-,-21,NAGA,42466846
cg06966660,+,-78,TACC2,123923144
cg10117834,-,175,CHTF8,69166491
cg25138311,-,-3,IFT172,27712610
cg17617805,-,-164,MTMR4,56595241
cg08192414,+,-4552,SP100,231280915
cg23404110,-,-206,CPT1A,68609384
cg16753409,-,-298,NEU1,31830598
cg06359096,+,-17,KCNH3,49932812
cg25607899,-,27,DENND5B,31744070
cg14312586,-,-180,TMEM107,8079698
cg13223402,-,991,KCNK12,47798124
cg24377329,-,-161,SLC37A4,118901587
cg22539359,-,-164,BORCS6,8093498
cg06606456,+,265,ZBED5-AS1,10879763
cg03753681,+,-403,GDF7,20866903
cg04432597,-,-189,AMIGO3,49757117
cg16692196,-,-248,CTBS,85040123
cg21101051,+,34,USP39,85829983
cg14154487,+,12,PTGS1,125133302
cg18204762,-,-252,SMURF1,98741731
cg24313597,+,74332,LINC00484,93881343
cg16696536,-,22,CFAP20DC,59035751
cg10103442,-,82593,HHIPL2,222721446
cg15946310,+,-111,TTC1,159436145
cg11596498,-,-4,COQ8B,41221024
cg09459272,-,-393,ATP13A1,19774485
cg17305368,+,-4468,ZP3,76026838
cg10782297,+,-6,TPP2,103249335
cg13080195,-,41,SCD5,83719949
cg14135814,+,-16,SRRM4,119419345
cg06188683,-,-217,ANP32A,69113234
cg01775044,+,-168,EXD2,69658214
cg06742044,+,258,RHBDL3,30593194
cg19269027,-,86,ACTR1A,104262469
cg25393576,-,29,CILK1,52926622
cg10530104,+,-374,HIC1,1958396
cg02122376,-,-20,LOC100652758,151151069
cg23241863,+,-75,HIF1AN,102295699
cg26354228,+,24,EPB41,29213611
cg26434278,+,-19,THAP11,67876222
cg24526702,+,-13,PPM1E,56833214
cg11735358,-,81,WDR77,111991878
cg13752005,+,-255,BICDL1,120427039
cg25547232,+,-115,CNN2,1026606
cg24248486,-,-35,SHQ1,72897596
cg00369438,+,-6236,SHKBP1,41082778
cg18635896,+,-16089,KNDC1,134973722
cg25575464,-,-117,NEURL4,7232654
cg22321089,-,-13997,LATS2,21635725
cg03574736,-,-117,ACTR1B,98280507
cg24072819,-,45,APBB1,6440324
cg07764676,+,-72,ZNF354B,178286953
cg05152354,-,-268,RAPGEF3,48152663
cg06896906,-,281,USP36,76837521
cg08450106,-,23,SYCE2,13030107
cg24394020,+,-400,PIM3,50354419
cg15928068,+,4312,FGF9,22245211
cg04680759,-,37,RNF25,219536725
cg18044763,+,-45,EEFSEC,127872323
cg03519711,+,69,CCN1,86046443
cg12087304,-,197,TRPC3,122873215
cg03958004,+,196,MAPK8IP3,1756195
cg17392648,+,325,OCLN,68788616
cg27149530,-,192,EXOC2,693139
cg24399854,-,274,SUPT7L,27886481
cg14147074,+,-437,AQP11,77300997
cg27575106,-,-108,COX17,119396253
cg02107269,+,-95,NUDC,27248233
cg12404798,-,33,MIR636,74732630
cg11865585,+,15,ZNF805,57751999
cg15477600,+,-337,SDF2L1,21996590
cg00016223,-,249,STK38,36515256
cg13528561,-,-96243,SERTAD2,64881047
cg06510397,+,-19886,NFIA,61542898
cg05327971,-,566,ANGEL1,77279225
cg18434673,-,-200,KCNH4,40333160
cg15257259,+,-77,ZNF264,57702867
cg03978920,-,131,MIR4707,23426238
cg08808402,-,-213,SEMA6A,115910519
cg07395094,+,-203,CYSTM1,139554772
cg25666403,-,-154,OSM,30662840
cg07003673,+,28,OGFOD2,123459790
cg10940217,+,-176,ARF6,50359799
cg27334900,+,-263,MT1DP,56677598
cg16166802,+,13,CENPH,68485409
cg00370229,+,3419,OR2I1P,29518183
cg18300848,+,-780,GNAS,57466475
cg20984085,+,-12,ZNF582-DT,56905044
cg13033090,-,-336,CELF4,35145761
cg24166112,-,757,TRIM47,73874662
cg09049376,-,-347,OLA1,175113260
cg04714877,+,-14,STARD3NL,38217846
cg23738624,+,320,EPHB6,142552837
cg12629245,-,-248,COPS9,241075764
cg22510794,-,64,TP53TG1,86974808
cg11564339,-,-706,RUNX1,36260996
cg21658405,-,-201,PLPP5,38126742
cg17105609,+,-14,FGFRL1,1006251
cg17630641,-,-8428,KRT42P,39796451
cg20489582,-,-31,EXOC5,57735623
cg01604611,+,-235,ADSL,40742503
cg08511084,-,-61,MAK,10838772
cg02877791,-,-3577,HOXD-AS2,177001826
cg07491109,+,-226,C15orf39,75494222
cg26440766,-,-77,PDLIM7,176924605
cg26672088,-,92,PRPF40A,153573975
cg21832731,+,-61,SMDT1,42475703
cg07746323,+,-317,ZNF570,37960257
cg25006254,-,77,DNAJC18,138775214
cg19051195,+,0,SUPT6H,26989222
cg13251669,-,180,PSMA7,60718450
cg27574256,+,-4,ZFYVE9,52607760
cg04410073,+,-38,PRSS23,86511583
cg02237186,+,178,RRM2,10262865
cg08063194,-,186,ERI2,20817794
cg22802720,+,-148,PIP5K1A,151171027
cg17584296,-,-13,DNAJC9,75007013
cg23307056,-,41,SYVN1,64901990
cg16587794,+,-12,KIF23,69706687
cg01573955,+,-128,BAIAP2,79008950
cg18411550,+,8,L3MBTL3,130339725
cg10265308,+,11,METTL17,21458138
cg09931450,-,403,EIF3D,36925213
cg14824579,-,-104,PDE6D,232645992
cg26082557,-,558,PLCH1,155462860
cg01724336,+,-18,ATP5PB,111992085
cg22440668,+,-355,ELOA,24069960
cg14494721,+,327,SLC26A10,58013309
cg02281226,-,-81,STX8,9479137
cg26792589,-,161,TMEM35B,35450948
cg24107979,-,-1485,CELF4,35145761
cg10141457,-,39,CCDC87,66360534
cg12377712,+,-55,ATP6V1G1,117350048
cg25179830,-,38,TIMM8B,111957480
cg15632808,+,263,MSI2,55333211
cg04943085,-,-181,RAB11FIP5,73340076
cg24676609,-,108,PRTFDC1,25241535
cg26228241,-,42,GNPNAT1,53258325
cg10861925,-,-36,CBLL1-AS1,107384077
cg15831452,+,-35,PRPSAP2,18761380
cg05293994,-,-329,CADPS2,122526514
cg22655521,-,12585,SAMD14,48207524
cg15369601,-,-198,ADPGK,73076099
cg25667490,+,-51,SLC4A4,72052975
cg18501615,-,-17,COMMD7,31331273
cg00658626,+,189,CCDC63,111284790
cg03963929,-,-175,KCNK5,39197251
cg16417911,+,5,SGF29,28565240
cg17331254,-,-439,PCMTD1,52811746
cg08382542,-,-1146,CBX8,77770876
cg02290823,-,-348,TMED1,10946888
cg00789731,-,77,EMC1,19578018
cg16807097,+,171,COQ10A,56660725
cg24738909,-,-12,ASXL2,26101356
cg19674065,-,2938,STIM2-AS1,26861866
cg00774050,-,4,COX18,73935476
cg21830711,-,-56,MIR2277,92956494
cg00715047,+,277,LLGL2,73521777
cg13963727,-,-53,NBN,90996895
cg11858276,+,-118,YJU2,4247076
cg16561266,-,-155,ARHGAP27P1,62777622
cg20088535,+,-34,PLK4,128802047
cg13277983,+,-10,BUD23,73097926
cg25010998,+,174,CAPNS1,36630967
cg12980527,-,1259,NIPBL-DT,36876796
cg09344644,-,141,TNIP2,2758063
cg04570372,-,-143,TPRA1,127309576
cg06642177,-,-337,SGK1,134496004
cg04301623,+,134,HSD11B1L,5681037
cg22569836,-,410,CDAN1,43029326
cg09265377,+,1730,KIF26B,245318286
cg07888926,-,116,VAC14,70835061
cg00877964,+,26,SLC1A4,65215612
cg08482682,+,24,RAB39A,107799173
cg14793819,+,84,NCBP2AS2,196669544
cg01591227,+,-332,TAF6L,62538867
cg22653469,-,238,SRSF1,56084607
cg26664871,+,-1173,MKX-AS1,28033543
cg01108219,+,-220,SLC25A36,140660677
cg18238813,+,319,PPP2R1A,52693304
cg21650422,+,303,EPC2,149402319
cg27151980,+,-111,RNF40,30772932
cg12529816,-,55,EIF2B1,124118233
cg25499748,+,-58,PAXX,139886873
cg14421860,+,1240,GPR88,101003694
cg15344410,-,81,WFDC3,44420522
cg05410790,+,-487,KLHDC9,161068150
cg19657201,+,-139,SLC35E3,69139955
cg10121434,+,376,CYTH2,48972625
cg16016176,+,175,ADPRH,119298338
cg04039667,-,152,CIAO2B,66968305
cg04884122,-,24,PSMB5,23504109
cg00906319,+,403,PARD3-DT,35104695
cg15906151,-,43,CAB39L,50018200
cg04315434,-,-347,CTSB,11725596
cg14645209,+,150,CARNMT1-AS1,77567880
cg15203833,-,-153,MYPOP,46405871
cg09537107,+,84,GRIN2D,48896924
cg11395917,+,34,PLEKHB2,131862908
cg26365885,-,-152,CEP112,64188251
cg20419623,+,10,SNAI1,48599516
cg09691810,-,-27,RAD1,34915609
cg22384157,-,-66,PDRG1,30539849
cg14318946,+,-13,P2RY2,72929325
cg01110525,+,485,CTDP1,77439802
cg19497031,-,1415,POU4F1,79177687
cg23653712,-,86,SGCB,52904465
cg19779116,-,469,PLEKHG5,6550640
cg04100434,-,-122,MTMR4,56595241
cg01870140,-,-75,TMTC4,101327049
cg05159043,+,-198,ERMAP,43282792
cg21968324,+,803,CCDC85A,56411257
cg02490994,-,-27,ZZZ3,78148343
cg16737714,+,-59,RPLP2,809966
cg18144860,-,89,RAPGEF6,130970922
cg07891619,+,321,SEH1L,12948009
cg07457568,-,138,GALNT18,11643552
cg11677998,+,-69,WRNIP1,2765626
cg09152047,-,825,GSTM3,110283660
cg18234979,-,-52,CFAP53,47792865
cg19219920,-,-384,FAM53B,126432947
cg08675193,-,-222,DGKG,186080023
cg00775615,+,-36,PRPF38B,109234931
cg03162101,-,56,SRGAP3,9291330
cg00576259,-,192,USP33,78225537
cg19160799,-,243,ITGA7,56101688
cg07392449,-,-404,FAM167A,11324262
cg14193481,-,118,PREP,105850957
cg14212266,+,-311,PIAS1,68346652
cg14040358,+,25835,MPND,4343558
cg18520994,+,-175,DGKD,234263139
cg07342545,+,469,FOSL2,28615724
cg09805010,-,264,THRB,24536341
cg16680018,-,-71,ALDH9A1,165667799
cg03853793,-,-463,MPC1,166796428
cg09592804,-,1783,PIK3IP1,31688474
cg21899138,+,9,GNL3,52720047
cg16655206,-,-48,PPP5D1P,47104173
cg06240275,-,12,TSR1,2239751
cg13973639,-,-151,C6orf226,42858559
cg16532893,-,119,ZNF248,38147012
cg19841405,-,614,ZBTB7A,4065527
cg07416107,+,26472,TOLLIP-DT,1330937
cg05597554,+,-79,COG3,46039073
cg03423149,+,14131,OTUB1,63753909
cg23492582,+,-177,RAE1,55926310
cg20651084,-,-87,EIF2B4,27593205
cg23420536,+,-159,SUMF2,56131978
cg04143929,+,54796,LINC01104,100824715
cg19318119,+,6079,STARD9,42867803
cg15160514,+,274,FGD4,32552491
cg05906350,+,123,CCSER2,86088344
cg18757242,+,-79,ATP8B2,154301273
cg07160630,+,425,STYX,53196883
cg04609126,+,-314,RHOB,20646834
cg00965052,+,13,NME1-NME2,49230919
cg23412136,+,-161,PLEKHA3,179345183
cg21057249,+,58,HACD3,65822800
cg20045910,-,-199,SLC25A39,42402191
cg05906740,+,197,MLH1,37035008
cg12963312,-,135,TRAM2,52441858
cg12037802,-,328,SMIM14,39640485
cg26738916,-,-29,CCHCR1,31125974
cg26213471,-,-145,PHF23,7142776
cg16535062,-,-68,COPB1,14521357
cg01529770,+,21,MRPS12,39421593
cg00940313,-,-149,MIR212,1953674
cg19536652,-,507,FOXP1,71114075
cg12206093,+,281,FRMD8,65154107
cg18317474,+,4,IL27RA,14142573
cg20450979,-,2,GPM6A,176923544
cg04473020,+,-100,PPDPF,62152093
cg01252224,+,78,HSBP1,83841582
cg27457105,-,-99,DDX52,36003475
cg11384281,-,-56,PSMD6,64009170
cg01724067,+,-78,GTF2A1-AS1,81687561
cg23526861,+,1218,PTH1R,46923738
cg08425065,-,36,HECTD3,45476996
cg26585845,-,15,EPOP,36831210
cg09050779,+,-32,GAN,81348566
cg15790073,+,-21,ARMC10,102715586
cg16095615,+,365,FUT4,94277086
cg03529960,+,175,RPL11,24018295
cg22295303,+,195,ZNF397,32820997
cg10240778,+,36,ATAD3B,1407144
cg12930573,+,-31,B3GNT5,182971040
cg09235837,+,1352,LHX4,180199398
cg23839113,+,288,GARS1,30634493
cg15364548,+,-110,MCM10,13203557
cg03450049,-,-91,SBF1,50913464
cg15720765,-,252,LHFPL2,77944595
cg07315372,-,-8,PAIP1,43557513
cg10853637,+,179,FOXQ1,1312332
cg23512654,+,-183,BAZ1A-AS1,35343396
cg06045337,-,-145,PLEC,145013765
cg14522373,+,384,MAD2L1BP,43597276
cg12318400,+,-78,AMPD3,10472237
cg24990422,-,1080,TRIM27,28891762
cg02237470,+,702,NPBWR1,53851741
cg14661813,+,-131,SEPTIN11,77870904
cg18498035,-,-252,NPC1,21166470
cg22394521,+,256,GID8,61569498
cg26058420,-,0,DIS3,73356038
cg04762346,-,423,S1PR2,10342007
cg23821082,+,-208,CTTNBP2NL,112938835
cg08872494,-,-144,AP4B1,114447650
cg07928641,+,-707,LAMC1,182992554
cg07118078,+,-235,KDM1A,23345960
cg15608357,+,-328,NUP85,73201773
cg22337605,+,370,TNFRSF1B,12227047
cg20760507,+,428,ATG4B,242577107
cg21199988,+,30,TMX2-CTNND1,57479994
cg19870698,+,2592,GSC-DT,95236978
cg18008269,+,-462,MSL1,38278223
cg07928289,-,129,ZNF106,42783339
cg19370322,+,-114,AKIRIN1,39456947
cg21639273,-,-263,PUF60,144911485
cg01556929,-,-150,VPS28,145653931
cg15181248,+,-53,VPS11,118938528
cg05758434,+,85,ZDBF2,207139386
cg00927231,+,-7182,GLIS2,4364761
cg10702645,+,47,MANEAL,38259518
cg17607368,-,-142,MIR3665,78272251
cg04468543,+,14261,LOC101929154,77254070
cg15201400,-,-64,GNPDA1,141392592
cg17738494,+,-167,BRPF1,9773418
cg05319236,-,241,ATPAF2,17942482
cg15726532,+,-213,SNX11,46185127
cg20129994,-,-203,RGMA,93616385
cg23641682,+,-189,UGDH-AS1,39529458
cg05848863,+,699,TSPAN13,16793379
cg11109091,+,-143,THTPA,24025479
cg16976047,+,58,RNF185,31556167
cg10607899,-,-283,USP6NL,11653649
cg13615036,-,-27,HDDC3,91475799
cg11494213,-,-51,POM121C,75115576
cg07240673,+,-95,CLUAP1,3551003
cg22841359,-,-78,RUVBL1,127842655
cg15385562,-,-333,FBN1,48937906
cg07680232,-,-474,SEC24D,119757281
cg12325588,+,-22251,WWC1,167718649
cg23365832,-,64,TPST2,26986096
cg08900394,+,637,HIPK1,114472465
cg04567169,+,-80,DARS2,173793810
cg25930780,-,103,LTF,46506395
cg26008267,-,6,HYAL3,50336836
cg07097673,-,-53,SNHG15,45026295
cg11394663,+,135,PHF3,64346385
cg09155701,+,9,ARL10,175792489
cg22160784,-,-4,PRADC1,73460412
cg17283383,-,-2,CEP83,94853643
cg19752891,+,-21,FSD1,4304594
cg02020296,+,23279,NR2F2,96876993
cg09156140,-,32,C5orf34,43515250
cg04891617,+,48,TMEM70,74888429
cg22639492,+,-37,OSER1-DT,42839599
cg14648167,+,-225,YAE1,39606002
cg23556533,-,300,FAM83H,144815949
cg25652029,+,-145,ITGA4,182321931
cg12838605,+,-143,BRSK2,1411163
cg22863204,-,-36,SF3B5,144416710
cg03341991,-,-11,N4BP2L2,33113005
cg13371836,-,14798,LINC02593,855072
cg10146249,+,-61,CRAMP1,1662360
cg20488617,+,-80,SNAI1,48599516
cg02200491,+,-137,STOX1,70587287
cg13156010,+,-30,LOC100130987,67085309
cg21377712,+,-322,PWP2,45527279
cg06366062,+,690,CDK5R1,30814010
cg04158884,+,-10,NTPCR,233086356
cg20979602,+,-133,TENT2,78908263
cg22515278,+,270,NR5A2,200011718
cg11190854,+,-8103,HSP90AB1,44213930
cg22831315,-,-122,SPART,36920881
cg13824859,-,46,ZBTB24,109804422
cg24204556,-,-60,MAPK1,22221970
cg24151229,+,209,GOLGA5,93260649
cg11413506,-,103,YIPF5,143550223
cg08450256,-,-236,UFSP1,100487336
cg16724319,-,98,MDH1B,207630052
cg04768657,+,-42,CEP126,101785740
cg21446692,-,-179,MTRF1,41837712
cg05191825,+,-53,ISCU,108956371
cg03385696,-,-117,YWHAG,75988308
cg17484629,-,551,ELOVL6,111119771
cg01853367,-,726,JAG2,105635113
cg14919554,-,284,ANXA2R-OT1,43018913
cg01408194,-,-24,PROS1,93692740
cg21116410,-,-60,PEX12,33905590
cg07287682,-,68,MRM2,2281840
cg23037274,+,-167,MAP2K7,7968761
cg17523461,+,-92,INTS6-AS1,52027480
cg03988778,-,34,SVIP,22850925
cg14707431,-,237,TSTD2,100395650
cg21548005,-,-117,B4GALNT1,58026984
cg19704520,-,-18,GIGYF1,100291873
cg15651918,+,-138,COPS6,99686591
cg19938857,-,2418,EFNB2,107188010
cg12963850,-,-248,NAGA,42466846
cg04134624,-,59,CBX6,39268221
cg09507771,-,364,NBPF1,16940059
cg02674662,+,-44,STX5-DT,62599705
cg24037673,-,-53,BRF1,105767338
cg07068883,+,42,ZBTB10,81398460
cg09590228,+,-228,LIMK2,31608283
cg14375779,-,-839,MPC1,166796428
cg14634842,+,778,PTMA,232573234
cg14223053,+,816,BBX,107241808
cg14230379,+,-590,CRACR2B,827918
cg04713951,-,22,DMC1,38966188
cg27258021,-,129,AKAP8L,15529799
cg07643904,-,-109,IRGQ,44100286
cg07837516,-,-234,DNAL4,39190148
cg05545132,+,445,LOC101928386,144694633
cg06918925,-,291,MAD2L1,120988003
cg23564928,+,-12,NUBPL,32030609
cg17880256,-,-167,GAREM1,30050845
cg25392970,-,25,CDK6,92465887
cg09465855,-,-146,CENPM,42343156
cg03461298,-,6,LOC101060553,111805924
cg01064573,-,-130,PEX10,2344003
cg04749129,+,-47,CENPA,27008923
cg23053741,+,-28,TNPO1,72112487
cg24984818,+,467,PNPLA6,7599635
cg13644852,-,30,ENOX1,44361108
cg06244522,+,-84,MIS12,5390184
cg08072310,-,-5781,ZNF184,27440884
cg14986832,+,-296,GNAZ,23412704
cg05080328,-,34,ESS2,19132164
cg11149743,-,-40,HOXB7,46688379
cg18095213,+,161,RRP1,45209457
cg22820285,+,-5659,ACOT11,55013900
cg02097588,+,97,RN7SL832P,10830135
cg20982583,+,12,POLR2F,38349705
cg15030294,+,-109,NOCT,139936934
cg16030427,+,-100,FCHO1,17858552
cg22809411,-,-215,ELOC,74884522
cg11651220,-,67,PLA2G2C,20513011
cg04185893,+,-34,PTBP2,97187339
cg03729431,+,-179,ADORA2B,15848443
cg01145430,-,216,GATM,45670742
cg22544376,+,10,DGUOK,74154006
cg08325021,+,-406,CERCAM,131183135
cg14528930,-,100,RC3H2,125667638
cg09921707,-,11555,ZNF629,30798526
cg12742758,+,-95,GTPBP10,89976029
cg03392038,-,-288,RAPGEF3,48152663
cg14774844,+,-249,VAPB,56964284
cg10880755,+,-86,NIM1K,43192326
cg08578305,-,-74,KRAS,25403863
cg14678099,+,1007,CPLX2,175298580
cg17177454,+,267,STK19,31940139
cg01054755,-,2108,PROB1,138730793
cg15894192,+,-237,RABGEF1,66205719
cg09827440,-,-135,SMIM30,112758609
cg10594818,-,48,ACAD11,132378653
cg08595563,+,-205,RPS15,1438394
cg08610687,+,-226,YJU2,4247076
cg26469597,-,-331,CD2BP2,30366629
cg00899641,-,166,SF3B1,198299752
cg06961065,+,-198,EIF2B2,75469623
cg12026015,-,-21,RNF41,56615706
cg15330508,-,22,ALG8,77850672
cg17263823,-,15691,TCP10L,33957833
cg05074001,+,501,COQ9,57481390
cg24780981,+,122,ZGPAT,62339390
cg05603630,+,694,PRKG1,52750647
cg26262375,-,-34,THAP8,36545664
cg22892328,-,-273,ATP2A3,3867731
cg20945253,-,-277,NR4A2,157189233
cg01798033,+,1439,NAV2,19366782
cg19587667,-,-301,RNF126,663214
cg24863791,+,73,ZNF211,58144535
cg19891435,-,-152,DCUN1D2,114145026
cg09664815,-,-2381,PHYH,13342064
cg20469977,-,-138,NAPB,23402125
cg17279524,+,334,MTR,236958591
cg24148719,-,-5290,ICAM2,62097993
cg14134710,+,-107,NDUFV3,44313418
cg15272908,-,-262,CASTOR1,30685494
cg15186648,+,1321,BIVM,103451468
cg23893379,-,136,MRPL43,102747254
cg01087880,+,-181,CRELD1,9975517
cg07328417,-,164,EXTL3-AS1,28558981
cg17462356,-,-222,FASN,80056112
cg00714762,-,-293,KLHL11,40021676
cg23349402,-,-159,ZNF513,27603601
cg08348959,+,-55,TATDN2,10290142
cg09346904,-,-83,MCPH1-AS1,6565730
cg09295695,-,-249,LY6G5C,31648844
cg26277456,+,-31,HYKK,78799918
cg12553538,+,0,RANGRF,8191987
cg19289599,-,98,ISYNA1,18548943
cg00977805,+,-213,TMCC2,205198058
cg09628838,-,-6,TMEM132E-DT,32906388
cg15561235,+,-69,ING5,242641453
cg23107419,-,-113,UBE2V1,48732494
cg06844689,+,-253,AACS,125549980
cg18825927,-,-28,CORO1B,67211280
cg20669266,+,612,LRP5,68080058
cg10418217,-,649,GATD1,777487
cg18674340,-,31474,OSBPL7,45899160
cg19389641,+,-11634,LTBR,6484325
cg23645199,+,312,EFHD1,233498313
cg06374766,-,236,GPR157,9189161
cg26033501,+,-12448,GUCY2D,7905932
cg02007090,-,-94,TMEM184B,38669016
cg18570751,-,-209,FTH1,61735106
cg22767321,-,180,AGPAT1,32143861
cg09171127,-,-185,MFHAS1,8751140
cg19882377,-,-473,AGO2,141645732
cg11288641,+,-109,FAM3B,42688727
cg01797567,-,251,RPL36AL,50087344
